id,symbol_id,last_price,last_price_change,price,percent_change,change,shares,market_value,gain,day_gain,return,amount_today,percent_today,total,total_percent,current_value,percent_account,quantity,average_cost,total_cost,amount_today_note,percent_today_note,timestamp,fees,side,current_price,user_id,portfolio_id,traded_fund
c7acd0cb-f986-45f3-b914-bcfc9e9bb1ff,3585e353-3d6e-4493-8374-ee35ed22850a,479,883,85687,1573,15682,7,2483,175471,-4166,6561,30106,11407,4723,192139,36374,10426,56836,23069,44224,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694667600000,,,23089,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,46010
29b96c63-f953-467e-a232-d42c4da8c9b5,3585e353-3d6e-4493-8374-ee35ed22850a,503,401,92772,823,17003,8,34,33376,173150,19263,31711,3021,18684,186579,5253,16147,58045,15138,66237,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694671200000,,,26900,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,50523
5ac812b3-0ac9-42ab-9ae3-0b60c41fab17,3585e353-3d6e-4493-8374-ee35ed22850a,3550,1911,92381,1709,12810,4,948,100807,47799,10358,1001,4270,3044,66104,38356,10522,62915,2865,13672,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694674800000,,,14824,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,23527
b5a7f6ff-cc10-49b5-80fa-df7967deda54,3585e353-3d6e-4493-8374-ee35ed22850a,717,174,70437,929,13809,4,2671,65872,60867,14431,22561,6034,27967,78078,49999,1969,57712,24612,13993,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694678400000,,,95138,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,23029
c1ed7ad4-7d20-42e6-9cf9-0e4736d529fd,3585e353-3d6e-4493-8374-ee35ed22850a,7561,1126,92319,653,1056,6,2308,163199,103882,19510,27734,1300,26427,6997,41589,8179,12482,12287,7824,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694682000000,,,16996,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,12670
6cdbbb58-90b7-4b13-b71e-e9ab0f0fbd0a,3585e353-3d6e-4493-8374-ee35ed22850a,4120,89,89454,993,1092,9,3485,130012,146255,10580,34512,16899,7150,149867,60042,6761,51359,20494,60890,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694685600000,,,71878,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,1424
c6754b6a-2afe-4084-b0ed-5e4a055217cb,3585e353-3d6e-4493-8374-ee35ed22850a,5863,575,99473,1797,6729,1,986,115070,164943,3331,13854,14561,12997,63607,72331,16794,15714,48553,42194,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694689200000,,,49236,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,40602
2b62dab4-2c02-4c0b-9c9e-6ab43cc7a217,3585e353-3d6e-4493-8374-ee35ed22850a,5338,1448,75934,1565,14729,8,3540,59656,186552,5621,22801,9834,24157,194253,634,17159,5113,32050,31810,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694692800000,,,87034,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,3965
dab4ae41-a6eb-4757-9851-2541f81b2fc4,3585e353-3d6e-4493-8374-ee35ed22850a,5554,177,94086,1330,-445,3,45,27560,105649,19860,12754,6119,11880,194442,11641,10402,47426,765,26239,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694696400000,,,86662,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,27838
ab68c8b3-8ab4-4059-ad85-fc8b5c144682,3585e353-3d6e-4493-8374-ee35ed22850a,2305,1315,95919,1316,206,9,272,119116,60224,10399,31659,549,6615,2171,86212,15021,3968,29840,43676,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694700000000,,,49120,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,43379
21ba055f-b21d-4346-8c74-bac50682bfe5,3585e353-3d6e-4493-8374-ee35ed22850a,2169,1430,93440,266,8845,5,3616,167148,187322,19474,36811,13511,21355,86976,48989,10128,64997,2745,10601,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694703600000,,,73330,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,19057
4da4039f-3396-4667-be34-0d5229f018f2,3585e353-3d6e-4493-8374-ee35ed22850a,5333,565,76678,123,18813,8,2204,115378,35407,14206,38288,2161,15024,97251,76788,3785,78642,53014,59497,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694707200000,,,33088,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,8264
4be97f88-159a-4040-8c2a-0a48b7648f4a,3585e353-3d6e-4493-8374-ee35ed22850a,5895,769,95211,466,-659,1,1250,94291,46965,4493,5365,2057,22273,20995,2383,2919,82473,2889,344,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694710800000,,,16856,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,46924
45d66a09-fdc2-484b-9e10-78e9da3385b0,3585e353-3d6e-4493-8374-ee35ed22850a,1322,1932,71476,657,16123,3,1472,119665,94466,4487,12613,11681,24442,187770,88983,18817,88238,15997,77468,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694714400000,,,47344,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,49865
7b538f82-f91b-40d7-a858-47b96d227187,3585e353-3d6e-4493-8374-ee35ed22850a,3211,753,76464,1288,13577,5,1232,3652,48332,10202,7068,17250,29996,59338,32674,6002,52419,8860,58432,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694718000000,,,10668,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,3357
fc7444eb-ac04-4899-b9d4-8e8c618c38ca,3585e353-3d6e-4493-8374-ee35ed22850a,4366,267,77131,-36,5434,1,1944,25236,161893,5502,9112,10065,28831,177230,14155,7406,36657,24921,9832,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694721600000,,,19566,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,31270
f5847192-99ae-4b9a-8ec9-33ecfbf670ee,3585e353-3d6e-4493-8374-ee35ed22850a,5095,1341,99325,525,17487,4,3393,127041,58025,13721,37189,703,24302,9367,20894,2072,54035,4370,46395,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694725200000,,,44954,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,6057
fa469b62-6e65-4f5a-8536-b8e36f5ac83c,3585e353-3d6e-4493-8374-ee35ed22850a,4325,420,95391,1206,7079,9,2283,137190,81028,19129,11461,103,2068,81535,72300,13728,80133,45927,73244,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694728800000,,,65309,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,2220
0aa89f83-5f3f-497f-ab81-88e4934d0c90,3585e353-3d6e-4493-8374-ee35ed22850a,4904,1368,100000,1628,10875,2,980,28286,88957,14493,34884,12727,12057,118393,44784,2677,76032,421,76293,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694732400000,,,3676,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,45000
c2154f18-c920-4e0c-a9a2-2a6b10aa5f1b,3585e353-3d6e-4493-8374-ee35ed22850a,1098,1856,81823,819,4658,1,1901,78696,159657,16988,28857,6178,28228,16806,10105,14196,26083,58379,60708,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694736000000,,,61574,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,40925
e4693770-85b9-4a67-8893-18cd78c05a71,3585e353-3d6e-4493-8374-ee35ed22850a,8359,1529,70434,1543,11426,8,3271,166759,136342,2527,18358,12487,29911,137597,71783,8507,72141,61069,61227,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694739600000,,,7448,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,41737
9445800b-e2d0-4021-97a4-92bcbe4f5983,3585e353-3d6e-4493-8374-ee35ed22850a,5597,1147,89127,717,2128,4,2008,37399,104223,11137,10707,5604,227,39762,5427,16785,55660,11005,28071,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694743200000,,,41292,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,28852
365efb6a-c621-40e2-8513-fc5c1957403b,3585e353-3d6e-4493-8374-ee35ed22850a,130,616,84248,1541,7957,5,3057,189012,84414,15376,13901,-133,23403,190359,86728,3832,12631,57159,26523,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694746800000,,,2426,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,41848
b53a4bad-7f80-4c67-8a4a-528c96f8662c,3585e353-3d6e-4493-8374-ee35ed22850a,2030,143,99203,149,12401,9,771,158434,11925,14705,10007,15856,29716,48121,51417,19359,46340,33729,78008,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694750400000,,,62965,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,29797
29b6b384-31a1-4f48-9dda-fb6887e016f3,3585e353-3d6e-4493-8374-ee35ed22850a,5462,316,90728,1405,6086,4,3456,56997,14463,2932,7783,1949,4384,15886,11217,7088,12924,45416,79954,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694754000000,,,45183,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,48137
7af29038-42e4-47ef-92e5-56ff405f9f57,3585e353-3d6e-4493-8374-ee35ed22850a,1598,31,99897,690,2540,7,1536,68679,175163,16728,19043,7497,13541,198107,44365,3534,16382,14665,3827,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694757600000,,,64199,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,46334
8450a600-b268-4509-bfd7-71624ca524c7,3585e353-3d6e-4493-8374-ee35ed22850a,7223,1342,71814,1470,18340,1,74,82908,42950,10872,14139,5758,15668,190336,78019,937,82205,65024,37579,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694761200000,,,79851,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,65201
502682ef-5fc7-4409-858f-3e6221eb8bd3,3585e353-3d6e-4493-8374-ee35ed22850a,7741,606,88300,1418,10564,9,237,6375,59942,1953,26777,13574,10851,86225,35532,16092,50735,7764,37138,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694764800000,,,81416,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,50127
1e9c48a9-eadb-4b41-b8ab-425cde39fbcd,3585e353-3d6e-4493-8374-ee35ed22850a,7913,1529,82031,646,9961,9,2427,75809,132756,19023,15622,8221,16530,75318,80408,17944,24612,61337,68027,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694768400000,,,50824,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,56316
cdf12bd3-d2e7-46aa-be69-01672cbdcafa,3585e353-3d6e-4493-8374-ee35ed22850a,6998,271,94676,1412,3075,2,2806,174694,176650,8152,3477,7863,4672,25290,22909,7863,74251,38673,6677,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694772000000,,,67964,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,44642
725d502b-7e92-4cd0-ad8f-e2fd854eb09d,3585e353-3d6e-4493-8374-ee35ed22850a,1030,1516,94987,660,6148,6,1199,186271,43356,75,38339,13992,13778,101257,54970,19793,26823,41413,23691,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694775600000,,,3739,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,4710
b7d7118c-1ee1-4715-ae0d-8b02b793454b,3585e353-3d6e-4493-8374-ee35ed22850a,596,962,87908,1079,2365,1,3075,123604,106747,2632,10689,12938,23758,5859,78832,382,89756,18232,69459,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694779200000,,,28330,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,56767
0d551801-b8b8-4dbe-81f6-c5a75d197070,3585e353-3d6e-4493-8374-ee35ed22850a,1386,1919,97072,99,4479,7,2881,90221,57087,5018,27641,15661,15092,177118,21180,6255,70675,56392,25117,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694782800000,,,63945,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,24452
2ceb88b4-196d-4da0-b836-d80544135ca2,3585e353-3d6e-4493-8374-ee35ed22850a,450,678,94246,719,18586,9,3301,172204,170354,14920,29341,5720,19718,176635,66709,11640,33595,40742,30754,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694786400000,,,65117,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,48047
51288a14-ca14-4d56-860c-f16081b07017,3585e353-3d6e-4493-8374-ee35ed22850a,5420,894,85460,457,8863,8,723,19215,37293,15541,911,-498,29214,72015,91814,16172,68450,31066,50213,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694790000000,,,60648,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,29414
cf0283ed-fc3e-480b-a7c2-a0fbe19bcd52,3585e353-3d6e-4493-8374-ee35ed22850a,2538,1090,99633,1884,6349,6,3587,146271,50036,4208,39044,12953,22756,166963,52527,4907,11987,63614,60233,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694793600000,,,19721,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,50142
f7ffd110-8989-48ac-a0ca-040917d12276,3585e353-3d6e-4493-8374-ee35ed22850a,830,1831,99633,-94,17878,9,3412,86410,50135,16078,38988,18145,24888,119744,136,19631,42632,41892,69037,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694797200000,,,77050,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,34880
ee3d19e4-efd8-472f-8429-77ab68708516,3585e353-3d6e-4493-8374-ee35ed22850a,4879,1425,99633,333,7439,2,2360,151227,124218,2873,38435,3843,4421,141979,27474,5124,58043,28555,40357,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694800800000,,,72025,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,28296
00b0640a-32bf-4ab3-ae7c-f7b512748c2e,3585e353-3d6e-4493-8374-ee35ed22850a,8035,1087,99633,620,202,0,1943,120358,125471,7579,34803,13197,19279,19049,21154,18371,28909,20975,16826,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694804400000,,,22774,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,16168
1c77eff9-7872-41fa-a2e8-d87bf81d2f80,3585e353-3d6e-4493-8374-ee35ed22850a,2261,1337,99633,839,2289,9,3844,-7159,65159,16190,35102,6314,19914,177064,1108,19231,33325,55823,33967,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694808000000,,,96830,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,62553
26540521-7204-49c3-b7cf-99fd17fbae6a,3585e353-3d6e-4493-8374-ee35ed22850a,3106,1529,99633,432,13194,4,3741,39094,28305,18045,15422,14952,23827,74181,77886,8548,12293,38595,26933,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694811600000,,,51313,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,55867
9a02e40e-09f2-4411-9faa-5999935921ed,3585e353-3d6e-4493-8374-ee35ed22850a,8869,6,99633,534,2524,7,3152,75902,48691,18907,17945,12806,14810,35517,12168,10814,49527,9300,53361,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694815200000,,,96756,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,49950
d6329772-3a50-4785-8a28-5728124f8312,3585e353-3d6e-4493-8374-ee35ed22850a,5451,519,99633,-27,7152,0,211,180814,6306,15774,37757,5007,2789,58844,27348,8749,80739,15893,43025,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694818800000,,,81509,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,29577
7730d37d-f63e-4ddf-aaff-74ae5f36687e,3585e353-3d6e-4493-8374-ee35ed22850a,8842,565,99633,1357,695,7,2511,161304,107120,7772,34380,17289,21743,194764,66714,11653,47268,22013,75583,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694822400000,,,27446,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,57267
d1960071-ede6-46af-bce8-c0ca376bf495,3585e353-3d6e-4493-8374-ee35ed22850a,768,1108,99633,1176,1992,6,2508,139574,1597,9564,25615,16209,26509,98836,41530,17190,3292,24981,44254,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694826000000,,,8022,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,59173
aa2e0e5d-63e6-4bef-bcec-967572ae2308,3585e353-3d6e-4493-8374-ee35ed22850a,1747,1239,99633,998,15508,8,1356,99977,10523,4683,35874,7284,4662,22246,83312,16415,71790,69598,18875,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694829600000,,,75024,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,21375
b86bdfc1-9836-4bab-b008-d59350a2ef7e,3585e353-3d6e-4493-8374-ee35ed22850a,8945,862,99633,251,8164,8,3309,102235,-4036,17891,35302,17547,25566,190360,23029,4684,32569,21420,22397,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694833200000,,,51325,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,27810
60b5292d-ec34-4780-b516-36c5805c9bd9,3585e353-3d6e-4493-8374-ee35ed22850a,3659,1049,99633,1717,1907,4,3542,12176,21597,19206,37875,7289,559,124329,51210,9833,15999,27021,4731,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694836800000,,,84630,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,46437
05f09b51-f907-409c-9f95-e8e3d30b3992,3585e353-3d6e-4493-8374-ee35ed22850a,1267,82,99633,694,4171,6,3208,1013,177648,1793,32841,14544,1551,57783,33176,6573,14656,54509,59780,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694840400000,,,7070,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,65209
aadaa89c-91ad-4874-b23b-764a355e25d1,3585e353-3d6e-4493-8374-ee35ed22850a,7575,1369,99633,886,9494,2,3880,121552,48924,16611,16212,10392,10636,87776,98194,16488,30479,2870,29095,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694844000000,,,73954,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,58223
034303c3-4bbd-4b43-a813-fce35b2f5c9d,3585e353-3d6e-4493-8374-ee35ed22850a,8594,1572,99633,760,2682,4,2064,149217,145357,2765,8562,16353,24260,173097,32751,6016,51817,9732,64419,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694847600000,,,53327,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,45091
540e59ee-fe8c-4536-920e-dd41c0c89902,3585e353-3d6e-4493-8374-ee35ed22850a,5970,1278,99633,311,3078,0,365,152112,154709,14593,36563,-943,26115,106320,20129,10746,57062,37601,37535,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694851200000,,,16414,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,4574
28c984b3-9d0d-4287-9f5a-cea421915d23,3585e353-3d6e-4493-8374-ee35ed22850a,1433,323,99633,258,3853,9,623,168407,146224,2098,2019,18863,23328,72995,60674,12601,10961,40570,14316,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694854800000,,,70389,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,41617
c1e350a9-112d-4390-bdae-4b0d2888331b,3585e353-3d6e-4493-8374-ee35ed22850a,6196,260,99633,128,2142,9,2522,-1267,54933,7321,26229,-326,15709,141107,31249,9184,46871,36181,52531,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694858400000,,,58326,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,35075
71d1b304-73e9-42a7-bb2c-db743d43fd29,3585e353-3d6e-4493-8374-ee35ed22850a,3158,322,99633,555,10908,8,329,95818,29596,19058,31539,2925,25100,141809,19222,7740,62601,51636,71174,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694862000000,,,1542,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,21648
13cb749b-b897-4c7c-b229-9708e1c4c663,3585e353-3d6e-4493-8374-ee35ed22850a,1824,1681,99633,1477,11583,2,250,29821,127522,18712,3918,964,14393,81767,5193,17790,77056,53344,28363,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694865600000,,,78401,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,61456
81b56fa2-67d4-4ced-996a-83747d88247c,3585e353-3d6e-4493-8374-ee35ed22850a,2927,963,99633,1649,11977,6,1147,51808,170238,6620,9340,8775,23993,10115,33977,12572,69126,45636,4971,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694869200000,,,84863,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,67345
ca203860-85f2-4020-81e5-936f8536a602,3585e353-3d6e-4493-8374-ee35ed22850a,5567,866,99633,1769,7909,6,809,15408,92825,1712,4091,1992,70,70669,80701,9622,75599,56271,20338,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694872800000,,,38561,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,6569
49032ca0-4400-4d36-a964-6387e56ba79b,3585e353-3d6e-4493-8374-ee35ed22850a,6333,335,99633,1761,1894,7,3523,138889,100308,18730,36606,7555,25280,187403,32625,3665,41157,19404,47532,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694876400000,,,80632,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,63132
71f0906b-5647-4db6-81ba-51726699a1ed,3585e353-3d6e-4493-8374-ee35ed22850a,3015,1552,99633,146,2863,3,466,49166,80582,1885,2788,-624,13930,173607,99867,2510,72889,15135,54074,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1694880000000,,,45926,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,64260
